,home_planet,cryo_sleep,destination,age,vip,room_service,food_court,shopping_mall,spa,vr_deck,transported,passenger_group,passenger_num,cabin_deck,cabin_num,cabin_side,total_bill,cabin_update
178,Europa,TRUE,TRAPPIST-1e,35.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0201,01,B,3,S,0.0,B/3/S
179,Europa,TRUE,TRAPPIST-1e,47.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0201,02,B,3,S,0.0,B/3/S
180,Europa,TRUE,55 Cancri e,45.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0202,01,B,9,P,0.0,B/9/P
181,Europa,FALSE,55 Cancri e,33.939410860751096,FALSE,0.0,2433.0,0.0,878.0,443.0,TRUE,0202,02,A,2,P,2503.1278858544547,A/2/P
182,Europa,TRUE,TRAPPIST-1e,51.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0203,01,C,8,S,0.0,C/8/S
183,Earth,FALSE,TRAPPIST-1e,29.0,FALSE,0.0,2.0,66.0,0.0,705.0,FALSE,0205,01,G,34,S,773.0,G/34/S
184,Europa,FALSE,55 Cancri e,37.7542283730238,FALSE,2.0,1720.0,12.0,1125.0,122.0,TRUE,0206,01,C,9,S,2981.0,C/9/S
185,Earth,TRUE,PSO J318.5-22,19.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0207,01,G,32,P,0.0,G/32/P
186,Europa,TRUE,55 Cancri e,24.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0210,01,D,6,P,0.0,D/6/P
187,Mars,FALSE,TRAPPIST-1e,29.0,FALSE,902.0,1.0,137.0,0.0,0.0,TRUE,0211,01,F,44,P,1040.0,F/44/P
188,Mars,TRUE,TRAPPIST-1e,11.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0211,02,F,44,P,0.0,F/44/P
189,Mars,FALSE,TRAPPIST-1e,17.0,FALSE,848.0,0.0,307.0,182.0,0.0,FALSE,0211,03,F,44,P,1337.0,F/44/P
190,Earth,FALSE,TRAPPIST-1e,13.0,FALSE,192.0,0.0,0.0,51.0,739.0,FALSE,0212,01,E,9,P,982.0,E/9/P
191,Earth,FALSE,TRAPPIST-1e,35.0,FALSE,147.0,188.0,0.0,10.0,387.0,FALSE,0212,02,F,45,P,732.0,F/45/P
192,Earth,FALSE,TRAPPIST-1e,21.0,FALSE,367.0,281.0,0.0,0.0,146.0,FALSE,0213,01,F,46,P,794.0,F/46/P
193,Earth,FALSE,55 Cancri e,21.0,FALSE,0.0,56.0,0.0,0.0,1918.0,FALSE,0216,01,F,40,S,1974.0,F/40/S
194,Earth,FALSE,TRAPPIST-1e,38.0,FALSE,1517.0,0.0,0.0,27.0,0.0,FALSE,0217,01,F,47,P,1544.0,F/47/P
195,Earth,TRUE,TRAPPIST-1e,19.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0219,01,G,36,P,0.0,G/36/P
196,Earth,TRUE,TRAPPIST-1e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0220,01,G,37,P,0.0,G/37/P
197,Earth,FALSE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0220,02,G,37,P,0.0,G/37/P
198,Earth,TRUE,TRAPPIST-1e,13.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0220,03,G,37,P,0.0,G/37/P
199,Earth,FALSE,TRAPPIST-1e,25.0,FALSE,122.0,84.0,1178.3030398262695,0.0,0.0,FALSE,0220,04,E,10,P,1365.3673209286533,E/10/P
200,Earth,FALSE,TRAPPIST-1e,16.0,FALSE,0.0,3.0,0.0,0.0,1099.0,FALSE,0220,05,F,48,P,1102.0,F/48/P
201,Earth,FALSE,55 Cancri e,1.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0220,06,G,37,P,0.0,G/37/P
202,Earth,TRUE,TRAPPIST-1e,15.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0220,07,G,37,P,0.0,G/37/P
203,Mars,FALSE,55 Cancri e,21.0,FALSE,2237.0,0.0,119.0,0.0,0.0,FALSE,0221,01,E,13,S,2356.0,E/13/S
204,Mars,FALSE,TRAPPIST-1e,23.0,FALSE,1215.0,80.0,1.0,2.0,0.0,FALSE,0221,02,E,13,S,1298.0,E/13/S
205,Mars,FALSE,TRAPPIST-1e,33.0,FALSE,1933.0,12.0,188.0,1.0,0.0,FALSE,0221,03,E,13,S,2134.0,E/13/S
206,Mars,TRUE,TRAPPIST-1e,21.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0221,04,E,13,S,0.0,E/13/S
207,Mars,FALSE,TRAPPIST-1e,41.0,FALSE,1230.0,0.0,301.0,43.0,1023.0,FALSE,0221,05,E,13,S,2597.0,E/13/S
208,Mars,FALSE,TRAPPIST-1e,16.0,FALSE,915.0,0.0,221.0,234.0,0.0,FALSE,0221,06,E,13,S,1370.0,E/13/S
209,Mars,TRUE,TRAPPIST-1e,42.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0221,07,E,13,S,0.0,E/13/S
210,Mars,FALSE,TRAPPIST-1e,20.0,FALSE,1406.0,0.0,0.0,11.0,0.0,FALSE,0222,01,F,41,S,1417.0,F/41/S
211,Mars,TRUE,TRAPPIST-1e,24.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0222,02,F,41,S,0.0,F/41/S
212,Mars,TRUE,TRAPPIST-1e,16.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0222,03,E,14,S,0.0,E/14/S
213,Earth,FALSE,TRAPPIST-1e,21.0,FALSE,0.0,2.0,665.0,0.0,9.0,FALSE,0223,01,G,35,S,676.0,G/35/S
214,Mars,FALSE,TRAPPIST-1e,32.0,TRUE,181.0,0.0,5.0,1634.0,0.0,FALSE,0224,01,F,42,S,1820.0,F/42/S
215,Earth,TRUE,PSO J318.5-22,58.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0225,01,G,38,P,0.0,G/38/P
216,Earth,FALSE,TRAPPIST-1e,24.0,FALSE,4.0,7.0,0.0,713.0,79.0,FALSE,0229,01,F,43,S,803.0,F/43/S
217,Mars,FALSE,TRAPPIST-1e,30.0,FALSE,85.0,0.0,1.0,1720.0,0.0,FALSE,0231,01,F,44,S,1806.0,F/44/S
218,Earth,TRUE,PSO J318.5-22,27.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0232,01,G,36,S,0.0,G/36/S
219,Mars,FALSE,TRAPPIST-1e,32.0,FALSE,56.0,0.0,256.0,1438.0,0.0,FALSE,0233,01,F,45,S,1750.0,F/45/S
220,Earth,FALSE,TRAPPIST-1e,43.0,FALSE,546.8790470628684,888.0,0.0,0.0,0.0,FALSE,0234,01,F,50,P,1435.9532507726906,F/50/P
221,Europa,TRUE,TRAPPIST-1e,42.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0237,01,B,11,P,0.0,B/11/P
222,Mars,FALSE,TRAPPIST-1e,37.0,FALSE,637.0,0.0,0.0,92.0,319.0,FALSE,0239,01,F,44,P,1048.0,F/44/P
223,Mars,TRUE,TRAPPIST-1e,35.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0240,01,F,52,P,0.0,F/52/P
224,Europa,FALSE,55 Cancri e,33.0,FALSE,0.0,1249.0,0.0,4812.0,1116.0,FALSE,0241,01,E,11,P,7177.0,E/11/P
225,Mars,FALSE,TRAPPIST-1e,18.0,FALSE,313.0,1.0,691.0,283.0,0.0,FALSE,0242,01,F,46,S,1288.0,F/46/S
226,Earth,TRUE,TRAPPIST-1e,21.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0243,01,G,37,S,0.0,G/37/S
227,Mars,TRUE,TRAPPIST-1e,43.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0244,01,F,176,S,0.0,F/176/S
228,Mars,TRUE,55 Cancri e,14.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0244,02,F,47,S,0.0,F/47/S
229,Europa,FALSE,55 Cancri e,46.0,FALSE,0.0,3571.0,0.0,0.0,7.0,TRUE,0245,01,C,6,P,3578.0,C/6/P
230,Europa,FALSE,TRAPPIST-1e,33.0,FALSE,0.0,86.0,796.0,584.0,10912.0,FALSE,0245,02,C,6,P,12378.0,C/6/P
231,Mars,FALSE,TRAPPIST-1e,21.0,FALSE,2947.0,0.0,287.0,27.0,0.0,FALSE,0246,01,D,8,P,3261.0,D/8/P
232,Europa,FALSE,TRAPPIST-1e,33.0,FALSE,0.0,1.0,0.0,8620.0,1063.0,FALSE,0248,01,C,10,S,9684.0,C/10/S
233,Earth,TRUE,PSO J318.5-22,47.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0250,01,G,38,S,0.0,G/38/S
234,Europa,TRUE,55 Cancri e,54.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0251,01,C,11,S,0.0,C/11/S
235,Earth,FALSE,TRAPPIST-1e,30.0,FALSE,335.0,695.0,541.0,0.0,0.0,FALSE,0252,01,F,53,P,1571.0,F/53/P
236,Earth,FALSE,TRAPPIST-1e,29.0,FALSE,272.0,615.0,0.0,0.0,1.0,FALSE,0253,01,G,42,P,888.0,G/42/P
237,Earth,FALSE,TRAPPIST-1e,21.0,FALSE,702.0,172.0,408.0,2.0,6.0,TRUE,0254,01,F,54,P,1290.0,F/54/P
238,Europa,TRUE,TRAPPIST-1e,24.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0255,01,A,3,S,0.0,A/3/S
239,Mars,FALSE,55 Cancri e,21.0,FALSE,1664.0,0.0,0.0,0.0,0.0,FALSE,0257,01,F,49,S,1428.032731396417,F/49/S
240,Mars,TRUE,TRAPPIST-1e,60.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0257,02,F,49,S,0.0,F/49/S
241,Earth,FALSE,TRAPPIST-1e,22.0,FALSE,0.0,0.0,313.0,299.0,92.0,FALSE,0258,01,F,50,S,704.0,F/50/S
242,Europa,FALSE,TRAPPIST-1e,26.0,FALSE,0.0,4810.0,0.0,981.0,2054.0,FALSE,0260,01,E,16,S,7845.0,E/16/S
243,Earth,FALSE,TRAPPIST-1e,26.0,FALSE,66.0,29.0,0.0,0.0,803.0,FALSE,0261,01,F,56,P,898.0,F/56/P
244,Earth,TRUE,TRAPPIST-1e,28.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0263,01,G,43,P,0.0,G/43/P
245,Europa,TRUE,TRAPPIST-1e,39.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0265,01,D,8,S,0.0,D/8/S
246,Earth,FALSE,TRAPPIST-1e,13.0,FALSE,118.0,0.0,0.0,754.0,1.0,FALSE,0267,01,F,51,S,873.0,F/51/S
247,Earth,FALSE,55 Cancri e,47.0,FALSE,0.0,231.0,592.0,0.0,0.0,TRUE,0269,01,F,52,S,823.0,F/52/S
248,Earth,FALSE,TRAPPIST-1e,63.0,FALSE,0.0,25.0,128.0,0.0,1240.0,FALSE,0270,01,F,59,P,1393.0,F/59/P
249,Europa,TRUE,55 Cancri e,29.37620329621838,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0275,01,D,9,S,0.0,D/9/S
250,Earth,FALSE,55 Cancri e,50.0,FALSE,44.0,2390.0,0.0,53.0,0.0,TRUE,0277,01,F,61,P,2487.0,F/61/P
251,Earth,FALSE,TRAPPIST-1e,35.0,FALSE,0.0,0.0,0.0,888.0,515.2746087298925,FALSE,0278,01,F,53,P,1371.8600873130442,F/53/P
252,Earth,FALSE,TRAPPIST-1e,45.0,FALSE,0.0,97.0,0.0,14.0,333.0,FALSE,0278,02,G,45,P,444.0,G/45/P
253,Earth,FALSE,TRAPPIST-1e,19.0,FALSE,0.0,0.0,2078.0,0.0,0.0,TRUE,0281,01,F,63,P,2078.0,F/63/P
254,Earth,FALSE,TRAPPIST-1e,21.0,FALSE,0.0,918.0,0.0,0.0,0.0,TRUE,0282,01,F,54,S,918.0,F/54/S
255,Earth,TRUE,PSO J318.5-22,29.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0283,01,G,46,P,0.0,G/46/P
256,Earth,FALSE,TRAPPIST-1e,22.0,FALSE,146.0,654.0,1.0,0.0,2.0,TRUE,0283,02,F,64,P,803.0,F/64/P
257,Europa,TRUE,TRAPPIST-1e,14.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0285,01,E,16,P,0.0,E/16/P
258,Europa,TRUE,55 Cancri e,42.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0285,02,E,16,P,0.0,E/16/P
259,Earth,FALSE,55 Cancri e,57.0,FALSE,3.0,1281.0,29.0,162.0,13.0,FALSE,0286,01,F,65,P,1488.0,F/65/P
260,Europa,TRUE,55 Cancri e,39.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0287,01,B,227,P,0.0,B/227/P
261,Europa,FALSE,TRAPPIST-1e,28.0,FALSE,0.0,587.0,32.0,6.0,1460.0,FALSE,0287,02,B,12,P,2085.0,B/12/P
262,Earth,FALSE,55 Cancri e,19.0,FALSE,0.0,0.0,0.0,0.0,828.0,FALSE,0288,01,F,55,S,828.0,F/55/S
263,Europa,TRUE,55 Cancri e,19.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0289,01,C,12,S,0.0,C/12/S
264,Europa,FALSE,55 Cancri e,26.0,FALSE,0.0,4458.0,0.0,1157.0,262.0,TRUE,0290,01,B,7,S,5877.0,B/7/S
265,Europa,TRUE,TRAPPIST-1e,17.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0290,02,B,7,S,0.0,B/7/S
266,Europa,TRUE,TRAPPIST-1e,43.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0290,03,B,7,S,0.0,B/7/S
267,Europa,FALSE,55 Cancri e,9.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0290,04,B,7,S,0.0,B/7/S
268,Europa,FALSE,TRAPPIST-1e,40.0,FALSE,0.0,6500.0,88.0,1090.0,0.0,TRUE,0291,01,D,10,S,7678.0,D/10/S
269,Europa,TRUE,TRAPPIST-1e,50.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0294,01,B,8,S,0.0,B/8/S
270,Earth,FALSE,TRAPPIST-1e,24.0,FALSE,90.0,2.0,1324.0,17.0,0.0,TRUE,0297,01,G,47,P,1433.0,G/47/P
271,Europa,TRUE,55 Cancri e,57.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0298,01,A,3,P,0.0,A/3/P
272,Earth,TRUE,TRAPPIST-1e,16.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0301,01,G,1476,S,0.0,G/1476/S
273,Earth,FALSE,TRAPPIST-1e,23.0,FALSE,0.0,0.0,15.0,0.0,1370.0,FALSE,0302,01,F,67,P,1385.0,F/67/P
274,Earth,TRUE,TRAPPIST-1e,23.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0303,01,G,41,S,0.0,G/41/S
275,Europa,FALSE,TRAPPIST-1e,28.0,FALSE,0.0,422.0,0.0,1851.0,5166.0,FALSE,0304,01,E,18,S,7439.0,E/18/S
276,Europa,FALSE,55 Cancri e,23.0,FALSE,0.0,584.0,0.0,20.0,2469.0,FALSE,0305,01,C,7,P,3073.0,C/7/P
277,Earth,FALSE,TRAPPIST-1e,23.0,FALSE,368.0,175.0,259.0,1.0,101.0,FALSE,0306,01,E,19,S,904.0,E/19/S
278,Earth,FALSE,TRAPPIST-1e,18.0,FALSE,0.0,0.0,1359.0,0.0,0.0,TRUE,0307,01,F,59,S,1359.0,F/59/S
279,Earth,FALSE,TRAPPIST-1e,18.0,FALSE,1194.0,0.0,157.0,6.0,0.0,FALSE,0309,01,F,60,S,1357.0,F/60/S
280,Europa,FALSE,TRAPPIST-1e,67.0,FALSE,0.0,230.0,0.0,4476.0,241.0,FALSE,0310,01,C,18,P,3387.7763854263453,C/18/P
281,Earth,FALSE,PSO J318.5-22,60.0,FALSE,7.0,540.0,1.0,0.0,4.0,TRUE,0313,01,F,68,P,552.0,F/68/P
282,Earth,TRUE,55 Cancri e,16.539259765248378,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0313,02,G,50,P,0.0,G/50/P
283,Earth,FALSE,55 Cancri e,49.0,FALSE,331.0,0.0,0.0,318.0,0.0,TRUE,0313,03,F,68,P,649.0,F/68/P
284,Earth,FALSE,55 Cancri e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0313,04,G,50,P,0.0,G/50/P
285,Earth,FALSE,55 Cancri e,26.0,FALSE,386.0,0.0,74.0,0.0,1330.0,FALSE,0314,01,G,51,P,1790.0,G/51/P
286,Earth,TRUE,PSO J318.5-22,35.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0315,01,G,42,S,0.0,G/42/S
287,Europa,FALSE,TRAPPIST-1e,24.0,FALSE,0.0,2628.0,0.0,170.0,0.0,TRUE,0316,01,B,9,S,2179.341231308822,B/9/S
288,Europa,TRUE,TRAPPIST-1e,20.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0316,02,B,9,S,0.0,B/9/S
289,Earth,FALSE,TRAPPIST-1e,18.0,FALSE,0.0,2.0,0.0,1425.8588122877543,0.0,FALSE,0320,01,G,44,S,1413.1749115942412,G/44/S
290,Earth,FALSE,TRAPPIST-1e,21.0,FALSE,0.0,5.0,3.0,0.0,1437.9129439854096,FALSE,0320,02,G,44,S,1416.257333699303,G/44/S
291,Mars,FALSE,TRAPPIST-1e,59.0,TRUE,1018.0,0.0,209.0,0.0,0.0,FALSE,0321,01,F,61,S,1227.0,F/61/S
292,Earth,TRUE,PSO J318.5-22,13.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0322,01,G,45,S,0.0,G/45/S
293,Earth,TRUE,55 Cancri e,43.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0324,01,G,53,P,0.0,G/53/P
294,Earth,TRUE,TRAPPIST-1e,29.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0326,01,G,47,S,0.0,G/47/S
295,Earth,FALSE,TRAPPIST-1e,19.0,FALSE,17.0,0.0,784.0,0.0,2.0,TRUE,0327,01,G,1046,P,803.0,G/1046/P
296,Europa,FALSE,TRAPPIST-1e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0330,01,C,14,S,0.0,C/14/S
297,Europa,FALSE,TRAPPIST-1e,32.0,FALSE,247.0,4651.0,0.0,46.0,202.0,TRUE,0330,02,C,14,S,5146.0,C/14/S
298,Europa,FALSE,TRAPPIST-1e,33.0,FALSE,443.0,317.0,0.0,148.0,1260.0,FALSE,0330,03,C,14,S,2168.0,C/14/S
299,Earth,FALSE,TRAPPIST-1e,25.0,FALSE,0.0,0.0,251.0,0.0,552.0,FALSE,0331,01,F,72,P,803.0,F/72/P
300,Mars,TRUE,55 Cancri e,29.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0333,01,F,73,P,0.0,F/73/P
301,Mars,FALSE,TRAPPIST-1e,29.0,FALSE,5715.0,2.0,211.0,1476.0,0.0,FALSE,0334,01,F,62,S,7404.0,F/62/S
302,Earth,FALSE,TRAPPIST-1e,44.0,FALSE,695.0,1.0,16.0,0.0,0.0,FALSE,0336,01,F,74,P,712.0,F/74/P
303,Mars,TRUE,55 Cancri e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0337,01,F,63,S,0.0,F/63/S
304,Mars,FALSE,TRAPPIST-1e,19.0,FALSE,417.0,349.0,634.0,3.0,1057.0,TRUE,0337,02,F,63,S,2460.0,F/63/S
305,Mars,FALSE,55 Cancri e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0337,03,F,63,S,0.0,F/63/S
306,Earth,TRUE,TRAPPIST-1e,18.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0338,01,G,48,S,0.0,G/48/S
307,Europa,TRUE,55 Cancri e,38.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0340,01,B,10,S,0.0,B/10/S
308,Earth,TRUE,PSO J318.5-22,5.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0341,01,G,57,P,0.0,G/57/P
309,Earth,FALSE,PSO J318.5-22,31.0,FALSE,121.0,0.0,0.0,274.0,907.0,FALSE,0343,01,F,76,P,1302.0,F/76/P
310,Mars,TRUE,TRAPPIST-1e,30.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0345,01,E,21,S,0.0,E/21/S
311,Earth,TRUE,55 Cancri e,15.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0346,01,G,59,P,0.0,G/59/P
312,Mars,FALSE,TRAPPIST-1e,27.0,FALSE,434.0,0.0,1434.0,0.0,0.0,FALSE,0347,01,F,64,S,1868.0,F/64/S
313,Mars,FALSE,TRAPPIST-1e,22.0,FALSE,142.0,2876.0,202.0,3.0,0.0,TRUE,0348,01,D,12,P,3223.0,D/12/P
314,Mars,FALSE,TRAPPIST-1e,36.0,FALSE,520.0,0.0,1865.0,0.0,0.0,TRUE,0348,02,D,175,P,2385.0,D/175/P
315,Earth,TRUE,PSO J318.5-22,14.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0350,01,G,60,P,0.0,G/60/P
316,Mars,FALSE,TRAPPIST-1e,23.0,FALSE,2001.0,0.0,2975.0,0.0,0.0,FALSE,0352,01,F,78,P,4976.0,F/78/P
317,Earth,TRUE,TRAPPIST-1e,18.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0355,01,G,1476,S,0.0,G/1476/S
318,Europa,TRUE,55 Cancri e,36.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0356,01,B,15,P,0.0,B/15/P
319,Earth,FALSE,TRAPPIST-1e,41.0,FALSE,0.0,1198.0,0.0,124.0,572.0,FALSE,0357,01,F,65,S,1599.0600669983125,F/65/S
320,Earth,TRUE,TRAPPIST-1e,50.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0358,01,G,50,S,0.0,G/50/S
321,Earth,TRUE,PSO J318.5-22,32.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0358,02,G,50,S,0.0,G/50/S
322,Earth,FALSE,PSO J318.5-22,26.0,FALSE,148.0,0.0,453.0,0.0,88.0,FALSE,0359,01,F,66,S,689.0,F/66/S
323,Earth,FALSE,TRAPPIST-1e,15.0,FALSE,358.0,212.0,33.0,0.0,112.0,FALSE,0360,01,F,67,S,715.0,F/67/S
324,Earth,FALSE,55 Cancri e,33.0,FALSE,0.0,36.0,0.0,280.0,417.0,TRUE,0361,01,F,68,S,733.0,F/68/S
325,Earth,FALSE,55 Cancri e,26.173265439619584,FALSE,0.0,0.0,0.0,685.0,21.0,FALSE,0365,01,G,51,S,706.0,G/51/S
326,Mars,FALSE,TRAPPIST-1e,26.0,FALSE,2832.0,107.0,4447.0,15.0,4.0,FALSE,0368,01,F,82,P,7405.0,F/82/P
327,Mars,TRUE,TRAPPIST-1e,61.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0368,02,F,82,P,0.0,F/82/P
328,Earth,FALSE,TRAPPIST-1e,24.0,FALSE,0.0,0.0,592.0,177.0,58.0,TRUE,0369,01,G,53,S,827.0,G/53/S
329,Earth,FALSE,TRAPPIST-1e,30.0,FALSE,0.0,95.0,0.0,441.0,1023.0,FALSE,0370,01,F,83,P,1559.0,F/83/P
330,Mars,TRUE,TRAPPIST-1e,24.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0371,01,F,84,P,0.0,F/84/P
331,Earth,FALSE,TRAPPIST-1e,24.0,FALSE,0.0,5.0,0.0,2766.0,0.0,FALSE,0372,01,F,85,P,2771.0,F/85/P
332,Earth,TRUE,TRAPPIST-1e,41.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0373,01,G,62,P,0.0,G/62/P
333,Earth,FALSE,TRAPPIST-1e,20.0,FALSE,0.0,0.0,558.0,0.0,230.0,FALSE,0375,01,E,22,P,788.0,E/22/P
334,Earth,FALSE,TRAPPIST-1e,22.0,FALSE,116.0,0.0,786.0,6.0,0.0,TRUE,0376,01,G,54,S,908.0,G/54/S
335,Europa,FALSE,55 Cancri e,63.0,FALSE,0.0,1068.0,0.0,176.0,8188.0,FALSE,0377,01,C,15,S,9432.0,C/15/S
336,Europa,FALSE,55 Cancri e,18.0,FALSE,17.0,215.0,4.0,5132.0,697.0,FALSE,0378,01,B,11,S,6065.0,B/11/S
337,Europa,TRUE,55 Cancri e,21.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0378,02,B,11,S,0.0,B/11/S
338,Europa,FALSE,TRAPPIST-1e,79.0,FALSE,5649.0,235.0,7.0,2579.0,2175.0,FALSE,0378,03,B,11,S,10645.0,B/11/S
339,Europa,TRUE,TRAPPIST-1e,56.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0378,04,B,11,S,0.0,B/11/S
340,Europa,TRUE,TRAPPIST-1e,13.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0378,05,B,11,S,0.0,B/11/S
341,Europa,FALSE,TRAPPIST-1e,33.0,FALSE,0.0,2491.0,6.0,1173.0,1059.0,FALSE,0378,06,B,11,S,4729.0,B/11/S
342,Europa,TRUE,TRAPPIST-1e,32.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0378,07,B,11,S,0.0,B/11/S
343,Earth,FALSE,TRAPPIST-1e,31.0,FALSE,198.0,0.0,591.0,0.0,164.0,TRUE,0379,01,G,63,P,953.0,G/63/P
344,Europa,TRUE,55 Cancri e,26.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0380,01,B,227,P,0.0,B/227/P
345,Europa,TRUE,55 Cancri e,18.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0381,01,B,16,P,0.0,B/16/P
346,Europa,TRUE,55 Cancri e,38.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0381,02,B,16,P,0.0,B/16/P
347,Earth,FALSE,TRAPPIST-1e,23.0,FALSE,348.0,0.0,0.0,4.0,368.0,FALSE,0382,01,G,64,P,720.0,G/64/P
348,Earth,FALSE,TRAPPIST-1e,28.0,FALSE,82.0,773.0,0.0,3693.0,140.0,FALSE,0383,01,G,55,S,4688.0,G/55/S
349,Earth,TRUE,PSO J318.5-22,34.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0383,02,G,55,S,0.0,G/55/S
350,Earth,FALSE,55 Cancri e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,0384,01,G,56,S,0.0,G/56/S
351,Earth,FALSE,TRAPPIST-1e,14.0,FALSE,3.0,0.0,881.0,25.0,0.0,TRUE,0384,02,G,56,S,909.0,G/56/S
352,Earth,FALSE,TRAPPIST-1e,23.0,FALSE,13.0,747.0,0.0,0.0,128.0,FALSE,0385,01,G,65,P,888.0,G/65/P
353,Earth,TRUE,TRAPPIST-1e,49.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0387,01,G,66,P,0.0,G/66/P
354,Earth,TRUE,TRAPPIST-1e,14.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,0388,01,G,57,S,0.0,G/57/S
355,Earth,FALSE,TRAPPIST-1e,18.0,FALSE,391.0,44.0,356.0,0.0,0.0,FALSE,0389,01,E,23,P,791.0,E/23/P
356,Europa,FALSE,PSO J318.5-22,27.0,TRUE,69.0,5728.0,0.0,0.0,987.0,TRUE,0391,01,C,9,P,6784.0,C/9/P
